
DPS Ranking:
111749061 100.0%  Raid
    rip                          Count=  9.3| 26.07sec  DPE=1469692|11%  DPET=1463259  DPR=   0.0  pDPS=45814  Miss=0.00%  Parry=100.0%  TickCount=135  MissTick=0.0%  Tick=79539|683|99894  CritTick=162252|14715|203784|26.9%  UpTime=89.9%
    shred                        Count= 47.8|  6.25sec  DPE= 203935| 8%  DPET= 203021  DPR=   0.0  pDPS=32581  Miss=0.00%  Hit=164371|111516|174252  Crit=335440|227492|355475|26.0%  Parry=3.0%
    swipe_bear                   Count=  5.6| 47.59sec  DPE= 127093| 1%  DPET= 106910  DPR=   0.0  pDPS= 2369  Miss=0.00%  Hit=99378|68877|105556  Crit=202834|140509|215334|26.8%
    thrash_bear                  Count= 35.4|  8.40sec  DPE= 342884|10%  DPET= 274762  DPR=   0.0  pDPS=40541  Miss=0.00%  Hit=177628|111980|223095  Crit=362503|233007|455115|26.9%  TickCount=97  MissTick=0.0%  Tick=32845|999|42089  CritTick=67019|1327|85862|26.9%  UpTime=97.6%
  Constant Buffs: defiled_augmentation/flask_of_the_seventh_demon/seedbattered_fish_plate
  Dynamic Buffs:
    barkskin              : start= 4.0 refresh=  0.0 interval= 84.3 trigger= 84.3 uptime=17.48%  benefit=18%
    bear_form             : start=23.0 refresh=  0.0 interval= 13.1 trigger= 13.1 uptime=62.18%  benefit=62%
    bloodlust             : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime=13.56%  benefit=43%
    cat_form              : start=23.4 refresh=  0.0 interval= 13.1 trigger= 13.2 uptime=37.82%  benefit=38%
    dash                  : start= 2.0 refresh=  0.0 interval=186.9 trigger=186.9 uptime=10.17%  benefit=10%
    galactic_guardian     : start=36.5 refresh= 44.7 interval=  8.2 trigger=  3.6 uptime=53.17%
    gory_fur              : start= 1.0 refresh=  5.7 interval=  0.0 trigger= 37.9 uptime=86.15%  benefit=86%
    guardian_of_elune     : start= 1.0 refresh= 43.7 interval=217.3 trigger=  6.6 uptime=97.71%  benefit=98%
    mangle                : start=15.4 refresh=  0.0 interval= 18.4 trigger= 18.3 uptime= 6.64%  benefit=34%
    potion_of_the_old_war : start= 2.0 refresh=  0.0 interval=113.6 trigger=  0.0 uptime=16.27%  benefit=16%
    prowl                 : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime= 0.00%  benefit= 1%
    rage_of_the_sleeper   : start= 3.5 refresh=  0.0 interval= 96.6 trigger= 96.6 uptime=11.38%  benefit=11%
    rapid_adaptation      : start= 5.5 refresh=  0.0 interval= 60.4 trigger= 60.4 uptime=35.23%  benefit=35%
  Procs:
     15.4 |  18.34sec : gore
  Gains:
    7365741.6 : leech             (health)
    2385250.7 : brambles          (health)
    911721.2 : natures_guardian  (health)
       459.8 : bear_form         (rage)
       769.7 : bear_melee        (rage)
       141.7 : thrash_bear       (rage)
       284.9 : mangle            (rage)
        20.1 : rake              (combo_points)  (overflow=1.2%)
        45.8 : shred             (combo_points)  (overflow=1.2%)
      3031.3 : energy_regen      (energy)  (overflow=37.8%)
        73.3 : energy_refund     (energy)
       287.9 : galactic_guardian (rage)
  Waiting: 0.00%
Player: Vindictive_Gladiators_Badge_of_Conquest_905 tauren druid guardian 110
  DPS: 408913.6  DPS-Error=161.6/0.040%  DPS-Range=32456/7.9%  DPS-Convergence=69.3%
  HPS: 27770.1 HPS-Error=47.8/0.2%
  DPR=63754.4  RPS-Out=6.4 RPS-In=6.4  Resource=(rage) Waiting=0.0 ApM=66.1
  DTPS: 1909618.9  DTPS-error=1363.2/0.1% 
  TMI: 1715875.2  TMI-error=3239.3/0.2%  TMI-min=1275258.3  TMI-max=2567174.1 
  Origin: https://us.api.battle.net/wow/character/wyrmrest-accord/vorem/advanced
  Talents: http://us.battle.net/wow/en/tool/talent-calculator#Ub!0010210
  Artifact: 57:0:0:0:0:948:3:949:3:950:3:951:3:952:3:953:3:954:3:955:3:956:3:957:1:958:1:959:1:960:1:961:1:962:1:979:1:1334:1:1366:20
  Core Stats:    strength=4726|4401(4401)  agility=34857|33232(33232)  stamina=15837|15837(10604)  intellect=7651|7326(7326)  spirit=0|0(0)  health=950220|1068000  mana=704000|704000
  Generic Stats: mastery=12.40%|12.40%(6716)  versatility=13.42%|12.63%(6000)  leech=0.00%|0.00%(0)  runspeed=10.15%|8.05%(0)
  Spell Stats:   power=52198|49764(0)  hit=15.00%|15.00%(0)  crit=26.87%|26.87%(6748)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%  manareg=0|0(0)
  Attack Stats:  power=43498|41470(0)  hit=7.50%|7.50%(0)  crit=26.87%|26.87%(6748)  expertise=7.50%/7.50%|7.50%/7.50%(0)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%
  Defense Stats: armor=0|0(0) miss=3.00%|3.00%  dodge=27.73%|27.10%(0)  parry=0.00%|0.00%(0)  block=0.00%|0.00%(0) crit=0.00%|0.00%  versatility=6.71%|6.32%(6000)
  Priorities (actions.precombat):
    flask,type=flask_of_the_seventh_demon/food,type=seedbattered_fish_plate
    augmentation,type=defiled/cat_form/prowl/snapshot_stats/potion,name=old_war
  Priorities:
    auto_attack/use_item,slot=trinket1
    potion,name=old_war,if=buff.rage_of_the_sleeper.up
    call_action_list,name=cat,if=(cooldown.thrash_bear.remains>0&cooldown.mangle.remains>0&buff.rage_of_the_sleeper.down&buff.incarnation.down&buff.galactic_guardian.down)|(buff.cat_form.up&energy>20)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    call_action_list,name=bear
  Priorities (actions.bear):
    bear_form/incarnation/barkskin,if=talent.brambles.enabled
    berserking,if=buff.rage_of_the_sleeper.up
    moonfire,if=!dot.moonfire.ticking&(talent.incarnation.enabled|talent.soul_of_the_forest.enabled)
    lunar_beam,if=(dot.rip.remains>10&buff.bear_form.up)
    rage_of_the_sleeper,if=(dot.rip.remains>10&buff.bear_form.up)
    thrash_bear,if=(buff.incarnation.up=1&dot.thrash_bear.remains<=2)|talent.rend_and_tear.enabled&dot.thrash_bear.stack<3|talent.rend_and_tear.enabled&equipped.137067&dot.thrash_bear.stack<5|equipped.137056
    maul/mangle/thrash_bear/moonfire,if=buff.galactic_guardian.up/swipe_bear
  Priorities (actions.cat):
    dash,if=buff.cat_form.down/cat_form,if=buff.cat_form.down
    ferocious_bite,if=(combo_points>3&target.time_to_die<3)|(combo_points=5&energy>=50&dot.rip.remains>10)|(dot.rip.ticking&target.health.pct<25&combo_points=5&energy>=50)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    rip,if=(!dot.rip.ticking&combo_points=5)|(dot.rip.remains<8&combo_points=5)
    shadowmeld,if=dot.rake.remains<8
    rake,if=dot.rake.remains<8|(combo_points=4&time<10)/shred
  Actions:
    barkskin                     Count=  4.0| 84.28sec  DPE= 234621| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_form                    Count= 23.0| 13.13sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_melee                   Count= 97.7|  3.03sec  DPE=  52073| 4%  DPET=  25102  DPR=   0.0  pDPS=16993  Miss=0.00%  Hit=40693|27372|51496  Crit=83037|55840|105052|26.9%
    brambles                     Count=228.9|  1.30sec  DPE=  10440|22%  DPET=      0  DPR=   0.0  pDPS= 7974  Miss=0.00%  Hit=10440|10440|10440
    brambles_pulse               Count=  0.0|  0.00sec  DPE=      0| 1%  DPET=      0  DPR=   0.0  pDPS= 3121  Miss=0.00%  Hit=14485|13854|18244  Crit=29553|28261|37218|26.9%
    brambles_reflect             Count=228.9|  1.30sec  DPE=  20628| 4%  DPET=      0  DPR=   0.0  pDPS=15755  Miss=0.00%  Hit=16126|15394|20272  Crit=32893|31403|41355|26.9%
    cat_form                     Count= 21.4| 13.68sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    cat_melee                    Count=117.3|  2.53sec  DPE=  38949| 4%  DPET=  47149  DPR=   0.0  pDPS=15260  Miss=0.00%  Hit=31175|21898|32957  Crit=63596|44672|67233|26.9%  Parry=3.0%
    dash                         Count=  2.0|186.76sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    ferocious_bite               Count=  4.2| 44.70sec  DPE= 538998| 2%  DPET= 536690  DPR=   0.0  pDPS= 7635  Miss=0.00%  Hit=436532|67890|510890  Crit=888209|138496|1042215|25.6%  Parry=3.0%
    leech                        Count=199.0|  1.85sec  DPE=  37096|69%  DPET=      0  DPR=   0.0  pDPS=24711  Miss=0.00%  Hit=37097|  10|171123
    mangle                       Count= 44.7|  6.60sec  DPE= 271700|10%  DPET= 216814  DPR=   0.0  pDPS=40576  Miss=0.00%  Hit=212337|136619|267101  Crit=432973|284167|544886|26.9%
    maul                         Count= 65.5|  4.49sec  DPE=  57851| 3%  DPET=      0  DPR=2892.6  pDPS=12644  Miss=0.00%  Hit=42123|27030|52846  Crit=85947|55141|107805|35.9%
    moonfire                     Count= 35.9|  8.16sec  DPE= 780039|23%  DPET= 622948  DPR=   0.0  pDPS=93549  Miss=0.00%  Hit=108635|50289|280801  Crit=221834|102590|572833|26.9%  TickCount=177  MissTick=0.0%  Tick=51659|29|65001  CritTick=105415|58|132603|26.9%  UpTime=98.3%
    natures_guardian             Count=199.0|  1.85sec  DPE=   4592| 9%  DPET=      0  DPR=   0.0  pDPS= 3059  Miss=0.00%  Hit=4592|   1|21211
    potion                       Count=  2.0|  0.00sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    potion_of_the_old_war        Count= 23.3|  6.33sec  DPE= 239617| 5%  DPET=      0  DPR=   0.0  pDPS=18952  Miss=0.00%  Hit=189204|119284|224410  Crit=386099|243340|457797|26.6%  Parry=1.1%
    rage_of_the_sleeper          Count=  3.5| 96.64sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    rage_of_the_sleeper_reflect  Count= 26.2|  9.68sec  DPE= 183372| 4%  DPET=      0  DPR=   0.0  pDPS=16018  Miss=0.00%  Hit=183372|180386|190043
    rake                         Count= 21.0| 14.80sec  DPE= 664295|11%  DPET= 661341  DPR=   0.0  pDPS=46694  Miss=0.00%  Hit=92751|60141|177481  Crit=189515|126722|362062|26.2%  Parry=3.0%  TickCount=96  MissTick=0.0%  Tick=94336|30|188130  CritTick=192501|61|383786|26.9%  UpTime=94.1%
    rip                          Count=  9.3| 25.98sec  DPE=1473726|11%  DPET=1467266  DPR=   0.0  pDPS=45993  Miss=0.00%  Parry=100.0%  TickCount=135  MissTick=0.0%  Tick=79790|3129|100274  CritTick=162744|10718|204559|26.9%  UpTime=90.0%
    shred                        Count= 47.8|  6.24sec  DPE= 204406| 8%  DPET= 203493  DPR=   0.0  pDPS=32669  Miss=0.00%  Hit=164786|111769|174814  Crit=336253|232479|356620|26.0%  Parry=3.0%
    swipe_bear                   Count=  5.6| 48.18sec  DPE= 127541| 1%  DPET= 107317  DPR=   0.0  pDPS= 2392  Miss=0.00%  Hit=99606|69033|105896  Crit=203555|143536|216028|26.9%
    thrash_bear                  Count= 35.4|  8.40sec  DPE= 344064|10%  DPET= 275700  DPR=   0.0  pDPS=40663  Miss=0.00%  Hit=178180|112299|223944  Crit=363741|229089|456846|26.9%  TickCount=97  MissTick=0.0%  Tick=32952|21|42249  CritTick=67183|1609|86189|26.8%  UpTime=97.6%
  Constant Buffs: defiled_augmentation/flask_of_the_seventh_demon/seedbattered_fish_plate
  Dynamic Buffs:
    barkskin              : start= 4.0 refresh=  0.0 interval= 84.3 trigger= 84.3 uptime=17.49%  benefit=18%
    bear_form             : start=23.0 refresh=  0.0 interval= 13.1 trigger= 13.1 uptime=62.16%  benefit=62%
    bloodlust             : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime=13.56%  benefit=43%
    cat_form              : start=23.4 refresh=  0.0 interval= 13.1 trigger= 13.2 uptime=37.84%  benefit=38%
    dash                  : start= 2.0 refresh=  0.0 interval=186.9 trigger=186.9 uptime=10.17%  benefit=10%
    galactic_guardian     : start=36.5 refresh= 44.8 interval=  8.2 trigger=  3.6 uptime=53.21%
    gory_fur              : start= 1.0 refresh=  5.7 interval=  0.0 trigger= 37.9 uptime=86.40%  benefit=86%
    guardian_of_elune     : start= 1.0 refresh= 43.7 interval=215.4 trigger=  6.6 uptime=97.71%  benefit=98%
    mangle                : start=15.4 refresh=  0.0 interval= 18.4 trigger= 18.3 uptime= 6.65%  benefit=34%
    potion_of_the_old_war : start= 2.0 refresh=  0.0 interval=113.7 trigger=  0.0 uptime=16.27%  benefit=16%
    prowl                 : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime= 0.00%  benefit= 1%
    rage_of_the_sleeper   : start= 3.5 refresh=  0.0 interval= 96.7 trigger= 96.7 uptime=11.37%  benefit=11%
    rapid_adaptation      : start= 5.5 refresh=  0.0 interval= 60.4 trigger= 60.4 uptime=35.23%  benefit=35%
  Procs:
     15.4 |  18.34sec : gore
  Gains:
    7382847.2 : leech             (health)
    2389180.9 : brambles          (health)
    913885.4 : natures_guardian  (health)
       460.1 : bear_form         (rage)
       769.6 : bear_melee        (rage)
       141.6 : thrash_bear       (rage)
       284.9 : mangle            (rage)
        20.2 : rake              (combo_points)  (overflow=1.2%)
        45.8 : shred             (combo_points)  (overflow=1.2%)
      3032.6 : energy_regen      (energy)  (overflow=37.8%)
        73.5 : energy_refund     (energy)
       287.4 : galactic_guardian (rage)
  Waiting: 0.00%
Player: Vindictive_Gladiators_Badge_of_Conquest_910 tauren druid guardian 110
  DPS: 410174.4  DPS-Error=163.9/0.040%  DPS-Range=31568/7.7%  DPS-Convergence=69.4%
  HPS: 27885.1 HPS-Error=47.8/0.2%
  DPR=63947.3  RPS-Out=6.4 RPS-In=6.4  Resource=(rage) Waiting=0.0 ApM=66.1
  DTPS: 1908643.5  DTPS-error=1350.3/0.1% 
  TMI: 1715290.5  TMI-error=3293.1/0.2%  TMI-min=1237405.5  TMI-max=2797933.7 
  Origin: https://us.api.battle.net/wow/character/wyrmrest-accord/vorem/advanced
  Talents: http://us.battle.net/wow/en/tool/talent-calculator#Ub!0010210
  Artifact: 57:0:0:0:0:948:3:949:3:950:3:951:3:952:3:953:3:954:3:955:3:956:3:957:1:958:1:959:1:960:1:961:1:962:1:979:1:1334:1:1366:20
  Core Stats:    strength=4726|4401(4401)  agility=34960|33335(33335)  stamina=15837|15837(10604)  intellect=7651|7326(7326)  spirit=0|0(0)  health=950220|1068000  mana=704000|704000
  Generic Stats: mastery=12.40%|12.40%(6716)  versatility=13.42%|12.63%(6000)  leech=0.00%|0.00%(0)  runspeed=10.15%|8.05%(0)
  Spell Stats:   power=52352|49918(0)  hit=15.00%|15.00%(0)  crit=26.87%|26.87%(6748)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%  manareg=0|0(0)
  Attack Stats:  power=43627|41599(0)  hit=7.50%|7.50%(0)  crit=26.87%|26.87%(6748)  expertise=7.50%/7.50%|7.50%/7.50%(0)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%
  Defense Stats: armor=0|0(0) miss=3.00%|3.00%  dodge=27.77%|27.14%(0)  parry=0.00%|0.00%(0)  block=0.00%|0.00%(0) crit=0.00%|0.00%  versatility=6.71%|6.32%(6000)
  Priorities (actions.precombat):
    flask,type=flask_of_the_seventh_demon/food,type=seedbattered_fish_plate
    augmentation,type=defiled/cat_form/prowl/snapshot_stats/potion,name=old_war
  Priorities:
    auto_attack/use_item,slot=trinket1
    potion,name=old_war,if=buff.rage_of_the_sleeper.up
    call_action_list,name=cat,if=(cooldown.thrash_bear.remains>0&cooldown.mangle.remains>0&buff.rage_of_the_sleeper.down&buff.incarnation.down&buff.galactic_guardian.down)|(buff.cat_form.up&energy>20)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    call_action_list,name=bear
  Priorities (actions.bear):
    bear_form/incarnation/barkskin,if=talent.brambles.enabled
    berserking,if=buff.rage_of_the_sleeper.up
    moonfire,if=!dot.moonfire.ticking&(talent.incarnation.enabled|talent.soul_of_the_forest.enabled)
    lunar_beam,if=(dot.rip.remains>10&buff.bear_form.up)
    rage_of_the_sleeper,if=(dot.rip.remains>10&buff.bear_form.up)
    thrash_bear,if=(buff.incarnation.up=1&dot.thrash_bear.remains<=2)|talent.rend_and_tear.enabled&dot.thrash_bear.stack<3|talent.rend_and_tear.enabled&equipped.137067&dot.thrash_bear.stack<5|equipped.137056
    maul/mangle/thrash_bear/moonfire,if=buff.galactic_guardian.up/swipe_bear
  Priorities (actions.cat):
    dash,if=buff.cat_form.down/cat_form,if=buff.cat_form.down
    ferocious_bite,if=(combo_points>3&target.time_to_die<3)|(combo_points=5&energy>=50&dot.rip.remains>10)|(dot.rip.ticking&target.health.pct<25&combo_points=5&energy>=50)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    rip,if=(!dot.rip.ticking&combo_points=5)|(dot.rip.remains<8&combo_points=5)
    shadowmeld,if=dot.rake.remains<8
    rake,if=dot.rake.remains<8|(combo_points=4&time<10)/shred
  Actions:
    barkskin                     Count=  4.0| 84.28sec  DPE= 235032| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_form                    Count= 23.0| 13.13sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_melee                   Count= 97.7|  3.03sec  DPE=  52238| 4%  DPET=  25181  DPR=   0.0  pDPS=17047  Miss=0.00%  Hit=40808|27437|51666  Crit=83220|55971|105399|26.9%
    brambles                     Count=228.8|  1.30sec  DPE=  10470|22%  DPET=      0  DPR=   0.0  pDPS= 7996  Miss=0.00%  Hit=10470|10470|10470
    brambles_pulse               Count=  0.0|  0.00sec  DPE=      0| 1%  DPET=      0  DPR=   0.0  pDPS= 3125  Miss=0.00%  Hit=14531|13894|18315  Crit=29650|28345|37363|26.8%
    brambles_reflect             Count=228.8|  1.30sec  DPE=  20703| 4%  DPET=      0  DPR=   0.0  pDPS=15812  Miss=0.00%  Hit=16177|15438|20350  Crit=33000|31493|41513|26.9%
    cat_form                     Count= 21.4| 13.67sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    cat_melee                    Count=117.2|  2.53sec  DPE=  39029| 4%  DPET=  47247  DPR=   0.0  pDPS=15287  Miss=0.00%  Hit=31261|21950|33066  Crit=63763|44777|67456|26.8%  Parry=3.0%
    dash                         Count=  2.0|186.84sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    ferocious_bite               Count=  4.2| 44.53sec  DPE= 543218| 2%  DPET= 540800  DPR=   0.0  pDPS= 7681  Miss=0.00%  Hit=438900|68091|512887  Crit=891347|138906|1046290|26.0%  Parry=3.1%
    leech                        Count=199.1|  1.85sec  DPE=  37227|69%  DPET=      0  DPR=   0.0  pDPS=24814  Miss=0.00%  Hit=37228|  10|171956
    mangle                       Count= 44.7|  6.60sec  DPE= 272479|10%  DPET= 217423  DPR=   0.0  pDPS=40682  Miss=0.00%  Hit=212919|136940|267985  Crit=434316|290314|546688|26.9%
    maul                         Count= 65.5|  4.49sec  DPE=  58018| 3%  DPET=      0  DPR=2900.9  pDPS=12685  Miss=0.00%  Hit=42253|27093|53019  Crit=86167|55270|108160|35.9%
    moonfire                     Count= 36.0|  8.13sec  DPE= 782063|23%  DPET= 624556  DPR=   0.0  pDPS=93888  Miss=0.00%  Hit=109071|50438|281898  Crit=222718|104951|575073|26.9%  TickCount=177  MissTick=0.0%  Tick=51835|144|65255  CritTick=105749|293|133121|26.8%  UpTime=98.3%
    natures_guardian             Count=199.1|  1.85sec  DPE=   4608| 9%  DPET=      0  DPR=   0.0  pDPS= 3071  Miss=0.00%  Hit=4608|   1|21314
    potion                       Count=  2.0|  0.00sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    potion_of_the_old_war        Count= 23.4|  6.31sec  DPE= 239626| 5%  DPET=      0  DPR=   0.0  pDPS=18983  Miss=0.00%  Hit=189373|119284|224624  Crit=386304|243340|458232|26.6%  Parry=1.1%
    rage_of_the_sleeper          Count=  3.5| 96.84sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    rage_of_the_sleeper_reflect  Count= 26.1|  9.74sec  DPE= 183946| 4%  DPET=      0  DPR=   0.0  pDPS=16059  Miss=0.00%  Hit=183946|180919|190786
    rake                         Count= 21.0| 14.82sec  DPE= 665840|11%  DPET= 662862  DPR=   0.0  pDPS=46771  Miss=0.00%  Hit=93162|62361|178175  Crit=189777|125464|363477|26.0%  Parry=3.0%  TickCount=96  MissTick=0.0%  Tick=94699|30|188866  CritTick=192995|183|385286|26.8%  UpTime=94.1%
    rip                          Count=  9.4| 26.03sec  DPE=1478175|11%  DPET=1471564  DPR=   0.0  pDPS=46183  Miss=0.00%  Parry=100.0%  TickCount=135  MissTick=0.0%  Tick=80048|1489|100666  CritTick=163291|1150|205359|26.9%  UpTime=90.1%
    shred                        Count= 47.8|  6.24sec  DPE= 205101| 8%  DPET= 204183  DPR=   0.0  pDPS=32786  Miss=0.00%  Hit=165255|112032|175392  Crit=337042|228545|357800|26.1%  Parry=3.0%
    swipe_bear                   Count=  5.6| 48.30sec  DPE= 127742| 1%  DPET= 107519  DPR=   0.0  pDPS= 2381  Miss=0.00%  Hit=99942|69196|106247  Crit=203672|143874|216743|26.8%
    thrash_bear                  Count= 35.4|  8.41sec  DPE= 345151|10%  DPET= 276562  DPR=   0.0  pDPS=40802  Miss=0.00%  Hit=178779|112630|224819  Crit=364592|234361|458631|26.9%  TickCount=97  MissTick=0.0%  Tick=33055|933|42415  CritTick=67444|3041|86526|26.9%  UpTime=97.6%
